parcel_id,sale_date,sale_year,sale_price,land_use,tax_district,sold_as_vacant,price_outlier_flag,sale_price_real
063 16 0B 214.00,2014-12-31,2014,200000.0,SINGLE FAMILY,,N,CLEAN,196807.34601176978
064 03 0B 058.00,2014-12-03,2014,635000.0,SINGLE FAMILY,,N,CLEAN,624863.323587369
064 04 0 098.00,2014-12-12,2014,79000.0,ZERO LOT LINE,GENERAL SERVICES DISTRICT,N,CLEAN,77738.90167464907
064 04 0 108.00,2014-12-30,2014,75000.0,ZERO LOT LINE,GENERAL SERVICES DISTRICT,N,CLEAN,73802.75475441368
064 05 0 023.00,2014-12-22,2014,12500.0,VACANT RESIDENTIAL LAND,GENERAL SERVICES DISTRICT,Y,CLEAN,12300.459125735611
064 05 0 024.00,2014-12-22,2014,12500.0,VACANT RESIDENTIAL LAND,GENERAL SERVICES DISTRICT,Y,CLEAN,12300.459125735611
064 05 0 031.00,2014-12-22,2014,39000.0,VACANT RESIDENTIAL LAND,GENERAL SERVICES DISTRICT,Y,CLEAN,38377.432472295106
064 08 0A 085.00,2014-12-02,2014,208000.0,SINGLE FAMILY,,N,CLEAN,204679.6398522406
064 15 0A 053.00,2014-12-16,2014,169900.0,SINGLE FAMILY,,N,CLEAN,167187.84043699843
064 16 0C 046.00,2014-12-05,2014,150000.0,SINGLE FAMILY,,N,CLEAN,147605.50950882735
064 16 0D 058.00,2014-12-22,2014,171500.0,SINGLE FAMILY,,N,CLEAN,168762.2992050926
064 16 0D 167.00,2014-12-10,2014,166000.0,SINGLE FAMILY,,N,CLEAN,163350.09718976892
064 16 0E 020.00,2014-12-12,2014,173900.0,RESIDENTIAL CONDO,,N,CLEAN,171123.98735723383
064 16 0E 047.00,2014-12-30,2014,169900.0,RESIDENTIAL CONDO,,N,CLEAN,167187.84043699843
065 05 0 040.00,2014-12-31,2014,133200.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,131073.6924438387
065 09 0 106.00,2014-12-05,2014,130500.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,128416.79327267979
073 03 0 008.00,2014-12-05,2014,193900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,190804.7219584108
073 03 0 062.00,2014-12-29,2014,215000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,211567.89696265254
073 11 0 009.00,2014-12-22,2014,120000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,118084.40760706188
073 11 0 106.00,2014-12-16,2014,122000.0,DUPLEX,URBAN SERVICES DISTRICT,N,CLEAN,120052.48106717957
074 04 0 008.00,2014-12-29,2014,148000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,145637.43604870964
074 08 0 146.00,2014-12-30,2014,134500.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,132352.94019291518
074 08 0 149.00,2014-12-03,2014,140000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,137765.14220823886
074 16 0 051.00,2014-12-22,2014,134900.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,132746.55488493873
075 00 0 023.00,2014-12-29,2014,225000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,221408.26426324103
075 01 0 038.00,2014-12-12,2014,115080.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,113242.94689517234
075 08 0 016.00,2014-12-23,2014,163000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,160397.98699959237
075 08 0A 089.00,2014-12-18,2014,72000.0,RESIDENTIAL CONDO,,N,CLEAN,70850.64456423713
075 09 0 254.00,2014-12-09,2014,125000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,123004.59125735612
075 10 0 051.00,2014-12-29,2014,122500.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,120544.49943220899
075 10 0 126.00,2014-12-31,2014,142000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,139733.21566835654
075 11 0A 023.00,2014-12-19,2014,210000.0,SINGLE FAMILY,,N,CLEAN,206647.71331235828
075 12 0B 010.00,2014-12-02,2014,207921.0,SINGLE FAMILY,,N,CLEAN,204601.90095056593
075 12 0B 040.00,2014-12-26,2014,198000.0,SINGLE FAMILY,,N,CLEAN,194839.2725516521
075 12 0E 002.00,2014-12-31,2014,230000.0,SINGLE FAMILY,,N,CLEAN,226328.44791353526
075 12 0F 012.00,2014-12-22,2014,161000.0,RESIDENTIAL CONDO,,N,CLEAN,158429.91353947468
075 13 0 001.00,2014-12-10,2014,145500.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,143177.3442235625
075 13 0 038.00,2014-12-19,2014,134000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,131860.92182788576
075 15 0A 323.00,2014-12-19,2014,225000.0,RESIDENTIAL CONDO,,N,CLEAN,221408.26426324103
076 05 0 030.00,2014-12-18,2014,50000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,49201.836502942446
084 16 0 087.00,2014-12-30,2014,123400.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,121430.13248926196
084 16 0 135.00,2014-12-31,2014,75000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,73802.75475441368
085 04 0A 246.00,2014-12-31,2014,348626.0,SINGLE FAMILY,,N,CLEAN,343060.78905349626
085 04 0A 251.00,2014-12-04,2014,319177.0,SINGLE FAMILY,,N,CLEAN,314081.89138999325
085 14 0 033.00,2014-12-10,2014,166000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,163350.09718976892
086 00 0 242.00,2014-12-29,2014,1250000.0,SPLIT CLASS,GENERAL SERVICES DISTRICT,N,STATISTICAL_OUTLIER,1230045.9125735613
086 01 0 064.00,2014-12-11,2014,157000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,154493.7666192393
086 02 0 082.00,2014-12-10,2014,110000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,108244.04030647338
086 03 0A 035.00,2014-12-02,2014,179900.0,SINGLE FAMILY,,N,CLEAN,177028.20773758693
086 04 0 023.00,2014-12-01,2014,122000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,120052.48106717957
086 04 0B 046.00,2014-12-23,2014,213500.0,SINGLE FAMILY,,N,CLEAN,210091.84186756425
086 07 0 133.00,2014-12-01,2014,173900.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,171123.98735723383
086 08 0 029.00,2014-12-18,2014,144900.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,142586.92218552722
086 10 0 046.00,2014-12-29,2014,119000.0,DUPLEX,GENERAL SERVICES DISTRICT,N,CLEAN,117100.37087700302
086 10 0 098.00,2014-12-29,2014,95000.0,ZERO LOT LINE,GENERAL SERVICES DISTRICT,N,CLEAN,93483.48935559065
086 10 0 115.00,2014-12-19,2014,125000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,123004.59125735612
086 11 0A 079.00,2014-12-31,2014,60000.0,RESIDENTIAL CONDO,,N,CLEAN,59042.20380353094
086 12 0A 072.00,2014-12-12,2014,130000.0,VACANT RESIDENTIAL LAND,,Y,CLEAN,127924.77490765037
086 12 0A 073.00,2014-12-12,2014,130000.0,VACANT RESIDENTIAL LAND,,Y,CLEAN,127924.77490765037
086 14 0B 019.00,2014-12-22,2014,168000.0,SINGLE FAMILY,,N,CLEAN,165318.17064988663
094 16 0E 057.00,2014-12-08,2014,132000.0,RESIDENTIAL CONDO,,N,CLEAN,129892.84836776806
095 01 0 054.00,2014-12-29,2014,73250.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,72080.69047681069
095 02 0 009.00,2014-12-04,2014,135000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,132844.9585579446
095 02 0 052.00,2014-12-17,2014,125000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,123004.59125735612
095 02 0 078.00,2014-12-08,2014,179000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,176142.57468053396
095 03 0 036.00,2014-12-16,2014,174900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,172108.0240872927
095 03 0A 018.00,2014-12-30,2014,73946.0,RESIDENTIAL CONDO,,N,CLEAN,72765.58004093164
095 07 0 021.00,2014-12-19,2014,149622.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,147233.5436248651
095 11 0 035.00,2014-12-04,2014,176000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,173190.4644903574
095 14 0 093.00,2014-12-12,2014,155000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,152525.69315912158
096 01 0A 009.00,2014-12-31,2014,187500.0,SINGLE FAMILY,,N,CLEAN,184506.8868860342
096 09 0 016.00,2014-12-05,2014,145000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,142685.3258585331
096 10 0 051.00,2014-12-18,2014,123000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,121036.51779723843
096 10 0 248.00,2014-12-08,2014,114900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,113065.82028376174
096 13 0 010.00,2014-12-01,2014,90350.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,88907.718560817
096 13 0 113.00,2014-12-05,2014,141000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,138749.1789382977
096 14 0 013.00,2014-12-19,2014,154900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,152427.2894861157
096 14 0 231.00,2014-12-29,2014,115000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,113164.22395676763
096 15 0 042.00,2014-12-01,2014,125000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,123004.59125735612
097 02 0A 055.00,2014-12-12,2014,157500.0,RESIDENTIAL CONDO,,N,CLEAN,154985.7849842687
097 02 0A 155.00,2014-12-18,2014,234900.0,SINGLE FAMILY,,N,CLEAN,231150.22789082362
097 02 0A 292.00,2014-12-11,2014,155000.0,RESIDENTIAL CONDO,,N,CLEAN,152525.69315912158
097 02 0A 362.00,2014-12-04,2014,149990.0,RESIDENTIAL CONDO,,N,CLEAN,147595.66914152674
097 02 0A 396.00,2014-12-19,2014,159990.0,RESIDENTIAL CONDO,,N,CLEAN,157436.03644211523
097 02 0A 397.00,2014-12-18,2014,152350.0,RESIDENTIAL CONDO,,N,CLEAN,149917.99582446564
097 02 0A 466.00,2014-12-16,2014,199640.0,SINGLE FAMILY,,N,CLEAN,196453.09278894862
107 04 0 005.00,2014-12-19,2014,140000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,137765.14220823886
108 02 0 094.00,2014-12-12,2014,127700.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,125661.49042851501
096 16 0 032.00,2014-12-15,2014,135000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,132844.9585579446
097 08 0 016.00,2014-12-11,2014,249000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,245025.1457846534
097 08 0A 011.00,2014-12-12,2014,119000.0,RESIDENTIAL CONDO,,N,CLEAN,117100.37087700302
097 08 0A 065.00,2014-12-11,2014,95955.0,RESIDENTIAL CONDO,,N,CLEAN,94423.24443279686
097 16 0A 110.00,2014-12-08,2014,235000.0,SINGLE FAMILY,,N,CLEAN,231248.6315638295
098 00 0 045.00,2014-12-03,2014,345000.0,VACANT RESIDENTIAL LAND,GENERAL SERVICES DISTRICT,N,CLEAN,339492.6718703029
098 00 0 175.00,2014-12-03,2014,345000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,339492.6718703029
098 01 0 017.00,2014-12-15,2014,185000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,182046.79506088706
098 06 0A 224.00,2014-12-30,2014,248000.0,SINGLE FAMILY,,N,CLEAN,244041.10905459453
098 06 0B 118.00,2014-12-05,2014,296647.0,RESIDENTIAL CONDO,,N,CLEAN,291911.5438617674
098 09 0A 104.00,2014-12-18,2014,213000.0,SINGLE FAMILY,,N,CLEAN,209599.82350253483
098 10 0A 021.00,2014-12-15,2014,275000.0,SINGLE FAMILY,,N,CLEAN,270610.10076618346
098 13 0A 075.00,2014-12-19,2014,245000.0,SINGLE FAMILY,,N,CLEAN,241088.99886441798
098 13 0C 090.00,2014-12-12,2014,316000.0,SINGLE FAMILY,,N,CLEAN,310955.60669859627
098 13 0C 177.00,2014-12-01,2014,359150.0,SINGLE FAMILY,,N,CLEAN,353416.7916006356
106 00 0 028.00,2014-12-19,2014,1612500.0,CHURCH,URBAN SERVICES DISTRICT,N,STATISTICAL_OUTLIER,1586759.2272198938
106 00 0 170.00,2014-12-19,2014,1612500.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,N,STATISTICAL_OUTLIER,1586759.2272198938
106 16 0 012.00,2014-12-23,2014,139200.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,136977.91282419176
107 13 0 108.00,2014-12-23,2014,97000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,95451.56281570834
107 13 0A 012.00,2014-12-31,2014,44500.0,RESIDENTIAL CONDO,,N,CLEAN,43789.63448761878
108 03 0 125.00,2014-12-08,2014,60000.0,ZERO LOT LINE,GENERAL SERVICES DISTRICT,N,CLEAN,59042.20380353094
108 03 0 135.00,2014-12-22,2014,90000.0,ZERO LOT LINE,GENERAL SERVICES DISTRICT,N,CLEAN,88563.3057052964
108 03 0A 017.00,2014-12-08,2014,80000.0,RESIDENTIAL CONDO,,N,CLEAN,78722.93840470792
108 04 0A 043.00,2014-12-29,2014,170500.0,SINGLE FAMILY,,N,CLEAN,167778.26247503376
108 04 0A 120.00,2014-12-15,2014,153000.0,SINGLE FAMILY,,N,CLEAN,150557.6196990039
108 08 0 274.00,2014-12-12,2014,160000.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,157445.87680941584
108 12 0 017.00,2014-12-10,2014,90000.0,ZERO LOT LINE,GENERAL SERVICES DISTRICT,N,CLEAN,88563.3057052964
108 12 0B 226.00,2014-12-10,2014,144500.0,SINGLE FAMILY,,N,CLEAN,142193.30749350367
108 16 0A 018.00,2014-12-09,2014,151000.0,SINGLE FAMILY,,N,CLEAN,148589.5462388862
109 05 0B 908.00,2014-12-19,2014,113000.0,RESIDENTIAL CONDO,,N,CLEAN,111196.15049664993
109 05 0D 060.00,2014-12-12,2014,109900.0,RESIDENTIAL CONDO,,N,CLEAN,108145.6366334675
109 08 0A 018.00,2014-12-22,2014,350000.0,SINGLE FAMILY,,N,CLEAN,344412.85552059714
110 03 0A 031.00,2014-12-12,2014,256008.0,SINGLE FAMILY,,N,CLEAN,251921.2751889058
110 03 0A 058.00,2014-12-16,2014,66549.0,SINGLE FAMILY,,Y,CLEAN,65486.66034868634
110 03 0A 059.00,2014-12-29,2014,266825.0,SINGLE FAMILY,,N,CLEAN,262565.6004979524
120 00 0 082.00,2014-12-02,2014,127570.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,125533.56565360737
120 05 0 057.00,2014-12-19,2014,121400.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,119462.05902914426
120 05 0 071.00,2014-12-17,2014,140000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,137765.14220823886
120 05 0 109.00,2014-12-09,2014,144500.0,DUPLEX,URBAN SERVICES DISTRICT,N,CLEAN,142193.30749350367
120 06 0 002.00,2014-12-23,2014,111450.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,109670.89356505872
120 10 0 014.00,2014-12-29,2014,193000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,189919.08890135784
120 14 0 185.00,2014-12-23,2014,145000.0,DUPLEX,URBAN SERVICES DISTRICT,N,CLEAN,142685.3258585331
121 04 0A 017.00,2014-12-31,2014,72000.0,RESIDENTIAL CONDO,,N,CLEAN,70850.64456423713
122 01 0A 029.00,2014-12-30,2014,214900.0,SINGLE FAMILY,,N,CLEAN,211469.49328964663
122 01 0A 354.00,2014-12-08,2014,122500.0,RESIDENTIAL CONDO,,N,CLEAN,120544.49943220899
122 01 0A 568.00,2014-12-05,2014,153000.0,RESIDENTIAL CONDO,,N,CLEAN,150557.6196990039
124 00 0 041.00,2014-12-01,2014,319900.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,314793.34994582576
124 00 0 091.00,2014-12-17,2014,367500.0,SINGLE FAMILY,GENERAL SERVICES DISTRICT,N,CLEAN,361633.498296627
134 01 0 008.00,2014-12-17,2014,140000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,137765.14220823886
135 05 0 064.00,2014-12-15,2014,127500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,125464.68308250324
135 09 0 015.00,2014-12-22,2014,105000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,103323.85665617914
135 10 0E 011.00,2014-12-12,2014,117900.0,RESIDENTIAL CONDO,,N,CLEAN,116017.9304739383
135 10 0E 013.00,2014-12-23,2014,117971.0,RESIDENTIAL CONDO,,N,CLEAN,116087.79708177247
135 12 0B 038.00,2014-12-29,2014,124000.0,RESIDENTIAL CONDO,,N,CLEAN,122020.55452729727
135 12 0B 115.00,2014-12-31,2014,100000.0,RESIDENTIAL CONDO,,N,CLEAN,98403.67300588489
135 14 0C 049.00,2014-12-10,2014,130000.0,SINGLE FAMILY,,N,CLEAN,127924.77490765037
136 05 0 013.00,2014-12-30,2014,137000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,134813.0320180623
136 05 0 043.00,2014-12-12,2014,182000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,179094.6848707105
136 07 0 140.00,2014-12-12,2014,189900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,186868.57503817542
136 09 0 047.00,2014-12-05,2014,30000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,29521.10190176547
136 09 0A 010.00,2014-12-30,2014,138000.0,RESIDENTIAL CONDO,,N,CLEAN,135797.06874812115
136 14 0 080.00,2014-12-22,2014,159900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,157347.47313640994
148 03 0 018.00,2014-12-09,2014,125500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,123496.60962238554
148 08 0 095.00,2014-12-16,2014,109900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,108145.6366334675
148 08 0 099.00,2014-12-31,2014,108000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,106275.96684635569
148 08 0 143.00,2014-12-19,2014,95000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,93483.48935559065
149 02 0F 018.00,2014-12-01,2014,137193.0,RESIDENTIAL CONDO,,N,CLEAN,135002.95110696365
149 02 0F 019.00,2014-12-18,2014,134943.0,RESIDENTIAL CONDO,,N,CLEAN,132788.86846433126
149 02 0F 021.00,2014-12-16,2014,135343.0,RESIDENTIAL CONDO,,N,CLEAN,133182.4831563548
149 03 0 037.00,2014-12-18,2014,144000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,141701.28912847425
149 03 0B 039.00,2014-12-03,2014,155000.0,SINGLE FAMILY,,N,CLEAN,152525.69315912158
149 03 0F 036.00,2014-12-05,2014,140000.0,SINGLE FAMILY,,N,CLEAN,137765.14220823886
149 04 0A 006.00,2014-12-30,2014,138900.0,SINGLE FAMILY,,N,CLEAN,136682.70180517412
149 05 0 178.00,2014-12-10,2014,130000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,127924.77490765037
149 05 0A 129.00,2014-12-24,2014,105000.0,RESIDENTIAL CONDO,,N,CLEAN,103323.85665617914
149 10 0 052.00,2014-12-09,2014,130000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,127924.77490765037
149 10 0 127.00,2014-12-29,2014,146000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,143669.36258859196
149 12 0B 071.00,2014-12-01,2014,158000.0,SINGLE FAMILY,,N,CLEAN,155477.80334929813
149 13 0 020.00,2014-12-01,2014,105000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,103323.85665617914
149 15 0A 076.00,2014-12-10,2014,200000.0,SINGLE FAMILY,,N,CLEAN,196807.34601176978
149 15 0A 367.00,2014-12-18,2014,142442.0,SINGLE FAMILY,,N,CLEAN,140168.15990304257
149 15 0B 013.00,2014-12-22,2014,92000.0,RESIDENTIAL CONDO,,N,CLEAN,90531.37916541411
150 01 0 067.00,2014-12-09,2014,125000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,123004.59125735612
150 01 0 269.00,2014-12-12,2014,130000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,127924.77490765037
150 02 0 373.00,2014-12-09,2014,51500.0,ZERO LOT LINE,URBAN SERVICES DISTRICT,N,CLEAN,50677.89159803072
150 03 0 175.00,2014-12-30,2014,123000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,121036.51779723843
150 03 0 412.00,2014-12-01,2014,87000.0,ZERO LOT LINE,URBAN SERVICES DISTRICT,N,CLEAN,85611.19551511986
150 05 0 192.00,2014-12-23,2014,113000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,111196.15049664993
150 05 0 354.00,2014-12-12,2014,143000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,140717.2523984154
150 07 0 088.00,2014-12-22,2014,125000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,123004.59125735612
150 07 0 344.00,2014-12-29,2014,165000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,162366.06045971008
150 09 0A 052.00,2014-12-09,2014,142000.0,SINGLE FAMILY,,N,CLEAN,139733.21566835654
150 09 0B 502.00,2014-12-12,2014,95000.0,RESIDENTIAL CONDO,,N,CLEAN,93483.48935559065
150 11 0 107.00,2014-12-22,2014,147000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,144653.3993186508
150 12 0C 039.00,2014-12-19,2014,137000.0,SINGLE FAMILY,,N,CLEAN,134813.0320180623
150 14 0B 022.00,2014-12-16,2014,160000.0,SINGLE FAMILY,,N,CLEAN,157445.87680941584
150 15 0B 018.00,2014-12-23,2014,163000.0,SINGLE FAMILY,,N,CLEAN,160397.98699959237
151 01 0A 059.00,2014-12-16,2014,166000.0,SINGLE FAMILY,,N,CLEAN,163350.09718976892
151 09 0A 031.00,2014-12-22,2014,139000.0,SINGLE FAMILY,,N,CLEAN,136781.10547818
151 09 0A 093.00,2014-12-23,2014,174000.0,SINGLE FAMILY,,N,CLEAN,171222.39103023973
151 09 0A 339.00,2014-12-18,2014,235000.0,SINGLE FAMILY,,N,CLEAN,231248.6315638295
151 09 0B 069.00,2014-12-29,2014,169900.0,SINGLE FAMILY,,N,CLEAN,167187.84043699843
151 10 0A 188.00,2014-12-11,2014,126500.0,SINGLE FAMILY,,N,CLEAN,124480.6463524444
163 02 0B 100.00,2014-12-16,2014,225037.0,SINGLE FAMILY,,N,CLEAN,221444.6736222532
163 02 0B 105.00,2014-12-12,2014,183000.0,SINGLE FAMILY,,N,CLEAN,180078.72160076935
163 04 0A 417.00,2014-12-31,2014,106000.0,RESIDENTIAL CONDO,,N,CLEAN,104307.89338623799
163 11 0C 026.00,2014-12-19,2014,133000.0,RESIDENTIAL CONDO,,N,CLEAN,130876.8850978269
163 16 0A 204.00,2014-12-18,2014,109730.0,RESIDENTIAL CONDO,,N,CLEAN,107978.3503893575
164 07 0A 052.00,2014-12-18,2014,150000.0,VACANT RESIDENTIAL LAND,,Y,CLEAN,147605.50950882735
164 07 0A 076.00,2014-12-12,2014,133000.0,SINGLE FAMILY,,N,CLEAN,130876.8850978269
164 07 0A 142.00,2014-12-18,2014,203005.0,SINGLE FAMILY,,N,CLEAN,199764.37638559664
164 07 0A 160.00,2014-12-18,2014,150000.0,SINGLE FAMILY,,Y,CLEAN,147605.50950882735
164 07 0A 165.00,2014-12-18,2014,150000.0,VACANT RESIDENTIAL LAND,,Y,CLEAN,147605.50950882735
164 07 0A 166.00,2014-12-18,2014,150000.0,VACANT RESIDENTIAL LAND,,Y,CLEAN,147605.50950882735
164 07 0A 167.00,2014-12-18,2014,50000.0,VACANT RESIDENTIAL LAND,,Y,CLEAN,49201.836502942446
164 07 0A 169.00,2014-12-18,2014,150000.0,SINGLE FAMILY,,Y,CLEAN,147605.50950882735
164 07 0A 179.00,2014-12-18,2014,150000.0,SINGLE FAMILY,,Y,CLEAN,147605.50950882735
164 07 0A 183.00,2014-12-18,2014,50000.0,VACANT RESIDENTIAL LAND,,Y,CLEAN,49201.836502942446
164 07 0A 188.00,2014-12-30,2014,148740.0,SINGLE FAMILY,,N,CLEAN,146365.6232289532
164 07 0A 189.00,2014-12-04,2014,169000.0,SINGLE FAMILY,,N,CLEAN,166302.20737994547
164 07 0A 190.00,2014-12-15,2014,162000.0,SINGLE FAMILY,,N,CLEAN,159413.95026953352
164 08 0B 101.00,2014-12-12,2014,148000.0,SINGLE FAMILY,,N,CLEAN,145637.43604870964
164 10 0A 106.00,2014-12-17,2014,195000.0,SINGLE FAMILY,,N,CLEAN,191887.16236147555
164 10 0A 129.00,2014-12-30,2014,180000.0,SINGLE FAMILY,,N,CLEAN,177126.6114105928
164 10 0A 227.00,2014-12-19,2014,184500.0,SINGLE FAMILY,,N,CLEAN,181554.77669585764
164 10 0A 257.00,2014-12-31,2014,194000.0,SINGLE FAMILY,,N,CLEAN,190903.12563141668
164 10 0A 304.00,2014-12-01,2014,189900.0,SINGLE FAMILY,,N,CLEAN,186868.57503817542
164 10 0A 305.00,2014-12-12,2014,34000.0,VACANT RESIDENTIAL LAND,,Y,CLEAN,33457.24882200087
164 10 0A 306.00,2014-12-12,2014,34000.0,VACANT RESIDENTIAL LAND,,Y,CLEAN,33457.24882200087
164 16 0A 011.00,2014-12-12,2014,123000.0,SINGLE FAMILY,,N,CLEAN,121036.51779723843
165 13 0A 190.00,2014-12-30,2014,112000.0,SINGLE FAMILY,,N,CLEAN,110212.11376659108
165 14 0 046.00,2014-12-29,2014,115000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,113164.22395676763
165 14 0 047.00,2014-12-03,2014,118500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,116608.3525119736
165 14 0 114.00,2014-12-29,2014,124900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,122906.18758435023
175 02 0B 131.00,2014-12-19,2014,120990.0,RESIDENTIAL CONDO,,N,CLEAN,119058.60396982013
175 02 0B 133.00,2014-12-22,2014,122590.0,RESIDENTIAL CONDO,,N,CLEAN,120633.0627379143
175 02 0B 135.00,2014-12-29,2014,121000.0,RESIDENTIAL CONDO,,N,CLEAN,119068.44433712072
