parcel_id,property_address,property_city,sale_date,sale_year,sale_price,sale_price_real,land_use,tax_district,sold_as_vacant,price_outlier_flag,latitude,longitude,tract_fips,median_hh_income,total_population,poverty_rate,vacancy_rate,income_quintile
104 05 0 066.00,3514  HILLSDALE AVE,NASHVILLE,2014-11-04,2014,225000.0,221408.26426324103,VACANT RESIDENTIAL LAND,,N,CLEAN,36.14172622764,-86.825382898788,47037016700,94331.0,5106.0,0.0629970699037254,0.11131656804733728,Q5 (Highest)
104 05 0 229.00,3707  WESTBROOK AVE,NASHVILLE,2014-11-10,2014,446200.0,439077.1889522584,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.138683174034,-86.830420986733,47037016700,94331.0,5106.0,0.0629970699037254,0.11131656804733728,Q5 (Highest)
104 05 0 343.00,318  GREENWAY AVE,NASHVILLE,2014-11-07,2014,949000.0,933850.8568258476,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,STATISTICAL_OUTLIER,36.138584862361,-86.824977286172,47037016700,94331.0,5106.0,0.0629970699037254,0.11131656804733728,Q5 (Highest)
104 05 0M 001.00,3516  HILLSDALE AVE,NASHVILLE,2014-11-04,2014,225000.0,221408.26426324103,RESIDENTIAL CONDO,,Y,CLEAN,36.141727591587,-86.825396197266,47037016700,94331.0,5106.0,0.0629970699037254,0.11131656804733728,Q5 (Highest)
104 08 0 383.00,1405  VILLA PL,NASHVILLE,2014-11-18,2014,346000.0,340476.7086003617,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.140516954351,-86.792483526582,47037016300,32500.0,2628.0,0.48201160541586074,0.1791304347826087,Q1 (Lowest)
104 08 0M 201.00,1700  18TH AVE S,NASHVILLE,2014-11-07,2014,320000.0,314891.7536188317,RESIDENTIAL CONDO,,N,CLEAN,36.137811578761,-86.796755355675,47037016400,30929.0,4155.0,0.27255154639175255,0.149800796812749,Q1 (Lowest)
104 09 0G 044.00,144  WEST END PL,NASHVILLE,2014-11-25,2014,207500.0,204187.62148721114,RESIDENTIAL CONDO,,N,CLEAN,36.138636043503,-86.823484176435,47037016700,94331.0,5106.0,0.0629970699037254,0.11131656804733728,Q5 (Highest)
104 10 0 124.00,408  CHESTERFIELD AVE,NASHVILLE,2014-11-20,2014,399900.0,393516.2883505337,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.134406429991,-86.818145054933,47037016800,54724.0,4689.0,0.17679675837065473,0.0798494983277592,Q4
104 10 0 132.00,3425  MARLBOROUGH AVE,NASHVILLE,2014-11-14,2014,310000.0,305051.38631824317,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.135622449799,-86.817119424682,47037016800,54724.0,4689.0,0.17679675837065473,0.0798494983277592,Q4
104 11 0M 001.00,2115  ACKLEN AVE,NASHVILLE,2014-11-20,2014,248999.0,245024.16174792332,RESIDENTIAL CONDO,,N,CLEAN,36.135723643965,-86.802577114601,47037016800,54724.0,4689.0,0.17679675837065473,0.0798494983277592,Q4
104 13 0 023.00,3809  WHITLAND AVE,NASHVILLE,2014-11-07,2014,499000.0,491034.32829936565,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.13070375814,-86.831954345113,47037016700,94331.0,5106.0,0.0629970699037254,0.11131656804733728,Q5 (Highest)
104 13 0 023.00,3809  WHITLAND AVE,NASHVILLE,2014-11-07,2014,499000.0,491034.32829936565,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.13070375814,-86.831954345113,47037016700,94331.0,5106.0,0.0629970699037254,0.11131656804733728,Q5 (Highest)
104 13 0 050.00,208  CARDEN AVE,NASHVILLE,2014-11-21,2014,1417500.0,1394872.0648584184,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,STATISTICAL_OUTLIER,36.13090427919,-86.830643678418,47037016700,94331.0,5106.0,0.0629970699037254,0.11131656804733728,Q5 (Highest)
104 14 0F 001.00,2846  WOODLAWN DR,NASHVILLE,2014-11-12,2014,245000.0,241088.99886441798,RESIDENTIAL CONDO,,N,CLEAN,36.125490878441,-86.815470555423,47037018000,87083.0,5050.0,0.06217821782178218,0.0992710864283235,Q5 (Highest)
104 14 0I 002.00,2812  MARLIN AVE,NASHVILLE,2014-11-21,2014,609000.0,599278.368605839,RESIDENTIAL CONDO,,N,CLEAN,36.126086749938,-86.815647326518,47037018000,87083.0,5050.0,0.06217821782178218,0.0992710864283235,Q5 (Highest)
104 14 0L 002.00,2919  W LINDEN AVE,NASHVILLE,2014-11-18,2014,506400.0,498316.20010180114,RESIDENTIAL CONDO,,N,CLEAN,36.12850214075,-86.813967568356,47037016900,90082.0,4909.0,0.06274190262782645,0.0346378767431399,Q5 (Highest)
104 14 0L 002.00,2919  W LINDEN AVE,NASHVILLE,2014-11-18,2014,506400.0,498316.20010180114,RESIDENTIAL CONDO,,N,CLEAN,36.12850214075,-86.813967568356,47037016900,90082.0,4909.0,0.06274190262782645,0.0346378767431399,Q5 (Highest)
104 15 0 028.00,2515  BLAIR BLVD,NASHVILLE,2014-11-13,2014,455000.0,447736.71217677626,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.131083036354,-86.808542425865,47037016900,90082.0,4909.0,0.06274190262782645,0.0346378767431399,Q5 (Highest)
104 15 0 113.00,2515  SUNSET PL,NASHVILLE,2014-11-06,2014,370000.0,364093.5901217741,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.128922826907,-86.807643568366,47037016900,90082.0,4909.0,0.06274190262782645,0.0346378767431399,Q5 (Highest)
104 15 0 163.00,2231  BLAIR BLVD,NASHVILLE,2014-11-24,2014,315000.0,309971.5699685374,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.13079573225,-86.806141884157,47037016900,90082.0,4909.0,0.06274190262782645,0.0346378767431399,Q5 (Highest)
104 15 0 216.00,2123  ASHWOOD AVE,NASHVILLE,2014-11-19,2014,419500.0,412803.40825968713,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.129362197798,-86.802947041646,47037016900,90082.0,4909.0,0.06274190262782645,0.0346378767431399,Q5 (Highest)
104 15 0 233.00,2124  SUNSET PL,NASHVILLE,2014-11-18,2014,790000.0,777389.0167464907,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.128491631855,-86.803266842541,47037016900,90082.0,4909.0,0.06274190262782645,0.0346378767431399,Q5 (Highest)
104 15 0 233.00,2124  SUNSET PL,NASHVILLE,2014-11-18,2014,790000.0,777389.0167464907,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.128504788358,-86.803390184697,47037016900,90082.0,4909.0,0.06274190262782645,0.0346378767431399,Q5 (Highest)
104 15 0 397.00,2125  WESTWOOD AVE,NASHVILLE,2014-11-20,2014,502000.0,493986.43848954217,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.126493144246,-86.805882371397,47037016900,90082.0,4909.0,0.06274190262782645,0.0346378767431399,Q5 (Highest)
104 15 0 496.00,2517  ASHWOOD AVE,NASHVILLE,2014-11-25,2014,330000.0,324732.12091942015,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,36.130134638695,-86.809292812727,47037016900,90082.0,4909.0,0.06274190262782645,0.0346378767431399,Q5 (Highest)
104 16 0 110.00,2004  LINDEN AVE,NASHVILLE,2014-11-07,2014,440000.0,432976.16122589353,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,36.12794001685,-86.80092106626,47037016900,90082.0,4909.0,0.06274190262782645,0.0346378767431399,Q5 (Highest)
104 16 0 136.00,1715  ASHWOOD AVE,NASHVILLE,2014-11-03,2014,400000.0,393614.69202353957,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.128461907701,-86.796349805598,47037016900,90082.0,4909.0,0.06274190262782645,0.0346378767431399,Q5 (Highest)
104 16 0D 004.00,1616  LINDEN AVE,NASHVILLE,2014-11-21,2014,363750.0,357943.3605589063,RESIDENTIAL CONDO,,N,CLEAN,36.128118806941,-86.793869293542,47037017000,75536.0,3633.0,0.1445003594536305,0.13854489164086686,Q5 (Highest)
105 01 0 544.00,1005  12TH AVE S,NASHVILLE,2014-11-10,2014,380000.0,373933.9574223626,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.145556493521,-86.786290923635,47037016300,32500.0,2628.0,0.48201160541586074,0.1791304347826087,Q1 (Lowest)
105 01 0 544.00,1005  12TH AVE S,NASHVILLE,2014-11-10,2014,380000.0,373933.9574223626,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.145556493521,-86.786290923635,47037016300,32500.0,2628.0,0.48201160541586074,0.1791304347826087,Q1 (Lowest)
105 01 0 545.00,1007  12TH AVE S,NASHVILLE,2014-11-10,2014,295000.0,290290.83536736044,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,36.145522523675,-86.786300359705,47037016300,32500.0,2628.0,0.48201160541586074,0.1791304347826087,Q1 (Lowest)
105 01 0 545.00,1007  12TH AVE S,NASHVILLE,2014-11-10,2014,295000.0,290290.83536736044,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,36.145522523675,-86.786300359705,47037016300,32500.0,2628.0,0.48201160541586074,0.1791304347826087,Q1 (Lowest)
105 05 0 049.00,1404  VILLA PL,NASHVILLE,2014-11-07,2014,317000.0,311939.6434286551,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.14050022891,-86.792343150015,47037016300,32500.0,2628.0,0.48201160541586074,0.1791304347826087,Q1 (Lowest)
105 05 0 065.00,1709  15TH AVE S,NASHVILLE,2014-11-07,2014,230000.0,226328.44791353526,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.136988538266,-86.791872567942,47037016300,32500.0,2628.0,0.48201160541586074,0.1791304347826087,Q1 (Lowest)
105 09 0 020.00,1725  14TH AVE S,NASHVILLE,2014-11-12,2014,250000.0,246009.18251471224,VACANT RESIDENTIAL LAND,,N,CLEAN,36.136888888094,-86.790700430012,47037016300,32500.0,2628.0,0.48201160541586074,0.1791304347826087,Q1 (Lowest)
105 09 0 206.00,1002  CALDWELL AVE,NASHVILLE,2014-11-21,2014,350000.0,344412.85552059714,SINGLE FAMILY,,N,CLEAN,36.132643837529,-86.785765211209,47037016200,24794.0,3260.0,0.4388557057529079,0.1446229913473424,Q1 (Lowest)
105 09 0Y 001.00,1725 A  14TH AVE S,NASHVILLE,2014-11-12,2014,250000.0,246009.18251471224,RESIDENTIAL CONDO,,Y,CLEAN,36.136888888094,-86.790700430012,47037016300,32500.0,2628.0,0.48201160541586074,0.1791304347826087,Q1 (Lowest)
105 09 0Y 002.00,1725 B  14TH AVE S,NASHVILLE,2014-11-12,2014,250000.0,246009.18251471224,RESIDENTIAL CONDO,,Y,CLEAN,36.136888888094,-86.790700430012,47037016300,32500.0,2628.0,0.48201160541586074,0.1791304347826087,Q1 (Lowest)
105 13 0 115.00,1505  ELMWOOD AVE,NASHVILLE,2014-11-03,2014,1215000.0,1195604.6270215015,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,STATISTICAL_OUTLIER,36.126617115099,-86.791735977374,47037016900,90082.0,4909.0,0.06274190262782645,0.0346378767431399,Q5 (Highest)
105 13 0 215.00,1102  CARUTHERS AVE,NASHVILLE,2014-11-24,2014,625000.0,615022.9562867807,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.125746670601,-86.787919103411,47037017000,75536.0,3633.0,0.1445003594536305,0.13854489164086686,Q5 (Highest)
105 13 0P 002.00,1101  LAWRENCE AVE,NASHVILLE,2014-11-20,2014,597500.0,587961.9462101622,RESIDENTIAL CONDO,,N,CLEAN,36.128969311806,-86.787588918199,47037017000,75536.0,3633.0,0.1445003594536305,0.13854489164086686,Q5 (Highest)
105 14 0 171.00,853 A  BRADFORD AVE,NASHVILLE,2014-11-12,2014,719450.0,707965.2254408388,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.127665737964,-86.781768559091,47037017100,56182.0,2254.0,0.06743566992014197,0.12851985559566786,Q4
105 14 0C 044.00,816  HILLVIEW HTS,NASHVILLE,2014-11-11,2014,319000.0,313907.7168887728,RESIDENTIAL CONDO,,N,CLEAN,36.126472605649,-86.779746913511,47037017100,56182.0,2254.0,0.06743566992014197,0.12851985559566786,Q4
105 14 0C 065.00,2324  KNOWLES AVE,NASHVILLE,2014-11-25,2014,312000.0,307019.45977836085,RESIDENTIAL CONDO,,N,CLEAN,36.126725413781,-86.781239149958,47037017100,56182.0,2254.0,0.06743566992014197,0.12851985559566786,Q4
115 02 0 001.00,1016  DOWNEY DR,NASHVILLE,2014-11-20,2014,289500.0,284878.63335203676,DUPLEX,URBAN SERVICES DISTRICT,N,CLEAN,36.123219053026,-86.903570701819,47037018201,96696.0,3069.0,0.020853698273053112,0.06754772393538913,Q5 (Highest)
115 02 0 100.00,1100  SPARTA RD,NASHVILLE,2014-11-10,2014,369900.0,363995.18644876825,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.120724170641,-86.896809460961,47037018201,96696.0,3069.0,0.020853698273053112,0.06754772393538913,Q5 (Highest)
115 04 0 033.00,741  GREELEY DR,NASHVILLE,2014-11-25,2014,450000.0,442816.52852648206,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.123503602871,-86.880618800577,47037018102,73125.0,3719.0,0.056322772813430816,0.015524625267665952,Q5 (Highest)
115 05 0 022.00,6564  BROWNLEE DR,NASHVILLE,2014-11-26,2014,430000.0,423135.7939253051,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.114797752659,-86.905567387885,47037018201,96696.0,3069.0,0.020853698273053112,0.06754772393538913,Q5 (Highest)
115 08 0 077.00,412  POWDER MILL RD,NASHVILLE,2014-11-14,2014,555000.0,546140.3851826611,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.114975159833,-86.87441802159,47037018203,125000.0,1496.0,0.02072192513368984,0.07325383304940375,Q5 (Highest)
116 03 0 116.00,130  WOODMONT BLVD,NASHVILLE,2014-11-07,2014,100000.0,98403.67300588489,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.11889629503,-86.841937616679,47037018000,87083.0,5050.0,0.06217821782178218,0.0992710864283235,Q5 (Highest)
116 08 0 056.00,307  WOODMONT CIR,NASHVILLE,2014-11-07,2014,525000.0,516619.2832808957,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.118628968077,-86.837734703304,47037018000,87083.0,5050.0,0.06217821782178218,0.0992710864283235,Q5 (Highest)
116 08 0E 110.00,110  PROSPECT HL,NASHVILLE,2014-11-06,2014,498000.0,490050.2915693068,SINGLE FAMILY,,N,CLEAN,36.113287677253,-86.842259348727,47037017901,91528.0,4403.0,0.0672740014015417,0.1178021978021978,Q5 (Highest)
116 11 0 002.00,411  ELLENDALE AVE,NASHVILLE,2014-11-12,2014,2825000.0,2779903.762416248,SINGLE FAMILY,CITY OF BELLE MEADE,N,STATISTICAL_OUTLIER,36.113569686427,-86.853080558156,47037018500,133360.0,5101.0,0.022544599098216034,0.09353187529083294,Q5 (Highest)
116 11 0 062.00,330  LYNNWOOD BLVD,NASHVILLE,2014-11-03,2014,917500.0,902853.6998289939,SINGLE FAMILY,CITY OF BELLE MEADE,N,STATISTICAL_OUTLIER,36.11179135301,-86.846752538172,47037018500,133360.0,5101.0,0.022544599098216034,0.09353187529083294,Q5 (Highest)
116 12 0 116.00,3705  WIMBLEDON RD,NASHVILLE,2014-11-07,2014,470885.0,463368.13563376106,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.114464831402,-86.832620628789,47037017901,91528.0,4403.0,0.0672740014015417,0.1178021978021978,Q5 (Highest)
116 12 0B 001.00,3803 A  WOODMONT LN,NASHVILLE,2014-11-04,2014,299900.0,295112.6153446488,RESIDENTIAL CONDO,,N,CLEAN,36.111169232207,-86.840425925644,47037017901,91528.0,4403.0,0.0672740014015417,0.1178021978021978,Q5 (Highest)
116 15 0 057.00,429  LYNNWOOD BLVD,NASHVILLE,2014-11-26,2014,525000.0,516619.2832808957,SINGLE FAMILY,CITY OF BELLE MEADE,N,CLEAN,36.106220394334,-86.844848134053,47037018500,133360.0,5101.0,0.022544599098216034,0.09353187529083294,Q5 (Highest)
116 15 0 057.00,429  LYNNWOOD BLVD,NASHVILLE,2014-11-26,2014,525000.0,516619.2832808957,SINGLE FAMILY,CITY OF BELLE MEADE,N,CLEAN,36.106220394334,-86.844848134053,47037018500,133360.0,5101.0,0.022544599098216034,0.09353187529083294,Q5 (Highest)
116 16 0 080.00,3912  ESTES RD,NASHVILLE,2014-11-20,2014,391000.0,384758.36145300994,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.108116408772,-86.837553000634,47037017901,91528.0,4403.0,0.0672740014015417,0.1178021978021978,Q5 (Highest)
117 03 0C 134.00,134  HILLSBORO PL,NASHVILLE,2014-11-03,2014,208000.0,204679.6398522406,RESIDENTIAL CONDO,,N,CLEAN,36.120478717406,-86.806987498155,47037017800,69490.0,5326.0,0.10482497634815516,0.07848443843031123,Q5 (Highest)
117 03 0D 258.00,258  HILLSBORO PL,NASHVILLE,2014-11-14,2014,186250.0,183276.8409734606,RESIDENTIAL CONDO,,N,CLEAN,36.121253696627,-86.804431915684,47037017800,69490.0,5326.0,0.10482497634815516,0.07848443843031123,Q5 (Highest)
117 04 0 351.00,2940  PRIMROSE CIR,NASHVILLE,2014-11-17,2014,308700.0,303772.13856916665,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.12023206285,-86.801685621914,47037016900,90082.0,4909.0,0.06274190262782645,0.0346378767431399,Q5 (Highest)
117 07 0 121.00,3404  HOPKINS ST,NASHVILLE,2014-11-24,2014,1138435.0,1120261.8547845457,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,STATISTICAL_OUTLIER,36.11792481849,-86.805574694427,47037017800,69490.0,5326.0,0.10482497634815516,0.07848443843031123,Q5 (Highest)
117 08 0 059.00,1711  GALE LN,NASHVILLE,2014-11-21,2014,395000.0,388694.50837324536,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.117485325735,-86.798970022342,47037016900,90082.0,4909.0,0.06274190262782645,0.0346378767431399,Q5 (Highest)
117 09 0A 019.00,19  FOXHALL CLOSE,NASHVILLE,2014-11-12,2014,619500.0,609610.754271457,SINGLE FAMILY,,N,CLEAN,36.113375979549,-86.831904582825,47037017901,91528.0,4403.0,0.0672740014015417,0.1178021978021978,Q5 (Highest)
117 09 0I 002.00,3710  HILLDALE DR,NASHVILLE,2014-11-10,2014,792500.0,779849.1085716378,RESIDENTIAL CONDO,,N,CLEAN,36.11241241325,-86.827953517304,47037017901,91528.0,4403.0,0.0672740014015417,0.1178021978021978,Q5 (Highest)
117 10 0 001.00,3503  ECHO HILL RD,NASHVILLE,2014-11-20,2014,1150000.0,1131642.2395676763,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,STATISTICAL_OUTLIER,36.11482675428,-86.821269558854,47037017901,91528.0,4403.0,0.0672740014015417,0.1178021978021978,Q5 (Highest)
117 12 0 064.00,1494 B  WOODMONT BLVD,NASHVILLE,2014-11-21,2014,775600.0,763218.8878336432,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.112685358703,-86.795304874142,47037017800,69490.0,5326.0,0.10482497634815516,0.07848443843031123,Q5 (Highest)
117 14 0 009.00,3844  CROSS CREEK RD,NASHVILLE,2014-11-25,2014,415000.0,408375.2429744223,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.108141735901,-86.822174187591,47037017901,91528.0,4403.0,0.0672740014015417,0.1178021978021978,Q5 (Highest)
117 15 0 022.00,1701  HILLMONT DR,NASHVILLE,2014-11-21,2014,448000.0,440848.4550663643,DUPLEX,,Y,CLEAN,36.107800291898,-86.803353553487,47037017800,69490.0,5326.0,0.10482497634815516,0.07848443843031123,Q5 (Highest)
117 15 0 078.00,1714  N OBSERVATORY DR,NASHVILLE,2014-11-21,2014,591000.0,581565.7074647797,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.105667200664,-86.803514638227,47037017702,87798.0,4794.0,0.06595092024539877,0.005111821086261981,Q5 (Highest)
117 15 0B 004.00,1712 A  GLEN ECHO RD,NASHVILLE,2014-11-03,2014,330000.0,324732.12091942015,RESIDENTIAL CONDO,,N,CLEAN,36.107902829831,-86.804258559754,47037017800,69490.0,5326.0,0.10482497634815516,0.07848443843031123,Q5 (Highest)
117 15 0G 003.00,408  GLEN WEST DR,NASHVILLE,2014-11-07,2014,895000.0,880712.8734026698,SINGLE FAMILY,,N,CLEAN,36.106752577266,-86.806687502927,47037017702,87798.0,4794.0,0.06595092024539877,0.005111821086261981,Q5 (Highest)
118 01 0 098.00,1208  CEDAR LN,NASHVILLE,2014-11-24,2014,689000.0,678001.3070105469,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.119957220553,-86.791511697531,47037016900,90082.0,4909.0,0.06274190262782645,0.0346378767431399,Q5 (Highest)
118 01 0 405.00,811  MONTROSE AVE,NASHVILLE,2014-11-13,2014,810699.0,797757.5930219787,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.123424124105,-86.782170814537,47037017100,56182.0,2254.0,0.06743566992014197,0.12851985559566786,Q4
118 02 0 098.00,2800  W KIRKWOOD AVE,NASHVILLE,2014-11-14,2014,299500.0,294719.0006526253,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.122507353988,-86.781587687457,47037017100,56182.0,2254.0,0.06743566992014197,0.12851985559566786,Q4
118 02 0P 002.00,855  DEWEES AVE,NASHVILLE,2014-11-18,2014,629900.0,619844.736264069,RESIDENTIAL CONDO,,N,CLEAN,36.123228242365,-86.778464179044,47037017100,56182.0,2254.0,0.06743566992014197,0.12851985559566786,Q4
118 06 0 015.00,835  CLAYTON AVE,NASHVILLE,2014-11-07,2014,485000.0,477257.81407854176,SINGLE FAMILY,,N,CLEAN,36.11905709531,-86.78062807346,47037017100,56182.0,2254.0,0.06743566992014197,0.12851985559566786,Q4
118 06 0D 052.00,102  GALE PARK LN,NASHVILLE,2014-11-17,2014,294000.0,289306.7986373016,RESIDENTIAL CONDO,,N,CLEAN,36.11847930944,-86.776170416382,47037017100,56182.0,2254.0,0.06743566992014197,0.12851985559566786,Q4
118 10 0 126.00,3400  SPRINGBROOK DR,NASHVILLE,2014-11-10,2014,372500.0,366553.6819469212,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.11243765257,-86.777879633873,47037017800,69490.0,5326.0,0.10482497634815516,0.07848443843031123,Q5 (Highest)
118 13 0 104.00,3708  LEALAND LN,NASHVILLE,2014-11-14,2014,373000.0,367045.70031195064,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.107086749156,-86.788698252482,47037017800,69490.0,5326.0,0.10482497634815516,0.07848443843031123,Q5 (Highest)
118 14 0 163.00,3713  MCCONNELL ST,NASHVILLE,2014-11-26,2014,972000.0,956483.7016172012,SINGLE FAMILY,CITY OF OAK HILL,N,STATISTICAL_OUTLIER,36.105048445235,-86.774637977956,47037017701,116250.0,2316.0,0.011658031088082901,0.052689352360043906,Q5 (Highest)
129 04 0 070.00,131  ALLENDALE DR,NASHVILLE,2014-11-19,2014,310000.0,305051.38631824317,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.102569934984,-86.872529047572,47037018203,125000.0,1496.0,0.02072192513368984,0.07325383304940375,Q5 (Highest)
129 11 0A 306.00,304  CANA CIR,NASHVILLE,2014-11-26,2014,232500.0,228788.5397386824,ZERO LOT LINE,,N,CLEAN,36.088577074279,-86.88940032984,47037018404,59125.0,4615.0,0.08488888888888889,0.09877551020408164,Q4
129 11 0A 422.00,422  SIENA DR,NASHVILLE,2014-11-21,2014,185000.0,182046.79506088706,ZERO LOT LINE,,N,CLEAN,36.088885971006,-86.88793753148,47037018404,59125.0,4615.0,0.08488888888888889,0.09877551020408164,Q4
129 12 0 009.00,6320  PERCY DR,NASHVILLE,2014-11-21,2014,267500.0,263229.8252907421,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.089005742084,-86.883171049151,47037018500,133360.0,5101.0,0.022544599098216034,0.09353187529083294,Q5 (Highest)
129 12 0 037.00,951  PERCY WARNER BLVD,NASHVILLE,2014-11-19,2014,243000.0,239120.9254043003,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.087045969739,-86.882825395416,47037018500,133360.0,5101.0,0.022544599098216034,0.09353187529083294,Q5 (Highest)
130 01 0 146.00,116  BLACKBURN AVE,NASHVILLE,2014-11-03,2014,910000.0,895473.4243535525,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.09844883466,-86.863102111692,47037018500,133360.0,5101.0,0.022544599098216034,0.09353187529083294,Q5 (Highest)
130 02 0 024.00,109  LASALLE CT,NASHVILLE,2014-11-18,2014,415000.0,408375.2429744223,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.102148367822,-86.862051265252,47037018500,133360.0,5101.0,0.022544599098216034,0.09353187529083294,Q5 (Highest)
130 02 0 050.00,115  PEMBROKE AVE,NASHVILLE,2014-11-03,2014,560000.0,551060.5688329554,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.098339816834,-86.862690923178,47037018500,133360.0,5101.0,0.022544599098216034,0.09353187529083294,Q5 (Highest)
130 03 0 075.00,621  LYNNWOOD BLVD,NASHVILLE,2014-11-19,2014,725000.0,713426.6292926655,SINGLE FAMILY,CITY OF BELLE MEADE,N,CLEAN,36.100309613321,-86.845903638299,47037018500,133360.0,5101.0,0.022544599098216034,0.09353187529083294,Q5 (Highest)
130 05 0 090.00,124  BROOKFIELD AVE,NASHVILLE,2014-11-05,2014,400000.0,393614.69202353957,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,36.092660976519,-86.872437627325,47037018500,133360.0,5101.0,0.022544599098216034,0.09353187529083294,Q5 (Highest)
130 05 0 090.00,124  BROOKFIELD AVE,NASHVILLE,2014-11-05,2014,400000.0,393614.69202353957,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,36.092766410214,-86.872709646198,47037018500,133360.0,5101.0,0.022544599098216034,0.09353187529083294,Q5 (Highest)
130 07 0 074.00,4008  IROQUOIS AVE,NASHVILLE,2014-11-18,2014,625000.0,615022.9562867807,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,36.096708041218,-86.843629683483,47037017902,79954.0,4792.0,0.059058427910886925,0.05588351042896497,Q5 (Highest)
130 08 0 093.00,3811  TRIMBLE RD,NASHVILLE,2014-11-07,2014,1400000.0,1377651.4220823885,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,STATISTICAL_OUTLIER,36.094817117149,-86.841632146586,47037017902,79954.0,4792.0,0.059058427910886925,0.05588351042896497,Q5 (Highest)
130 12 0A 004.00,1  CHARTWELL MNR,NASHVILLE,2014-11-24,2014,1450000.0,1426853.258585331,SINGLE FAMILY,,N,STATISTICAL_OUTLIER,36.090904353861,-86.834280375454,47037018601,183750.0,2484.0,0.048987854251012146,0.04504504504504504,Q5 (Highest)
130 12 0A 063.00,3  NORTHUMBERLAND,NASHVILLE,2014-11-12,2014,751750.0,739749.6118217397,SINGLE FAMILY,,N,CLEAN,36.09138936577,-86.835324974429,47037018601,183750.0,2484.0,0.048987854251012146,0.04504504504504504,Q5 (Highest)
